observation_uuid,start_lat,start_lon,start_code_postal,end_lat,end_lon,end_code_postal,rain,heat,day_of_week,hour,minute,fee,restaurant.id,customer.id,time.driving,time.biking,is_weekend,timestamp,haversine
9d683a9e-1e65-1ac1-043d-2c473b56735e,48.8408,2.4004,75012,48.8549,2.396,75020,8,9,Tuesday,14,40,1.49,48.8408_2.4004,48.8549_2.396,320.4,496.6,0,160,1.6005670813819923
e97780d1-fcd2-f001-852b-29b5a779fe32,48.846,2.3697,75012,48.8512,2.3478,75005,5,0,Monday,12,30,1.49,48.846_2.3697,48.8512_2.3478,363.4,560.5,0,30,1.7035944697710732
c8614c36-b916-7519-42a6-99a5571cf04d,48.8807,2.3408,75009,48.8771,2.292,75017,2,7,Wednesday,14,2,2.89,48.8807_2.3408,48.8771_2.292,716.7,1212.6,0,122,3.5910151970511124
cf557be2-da4e-2130-2079-4c13356b26ec,48.8607,2.3029,75007,48.843,2.3486,75005,1,6,Friday,14,26,2.39,48.8607_2.3029,48.843_2.3486,863.1,1204.9,0,146,3.8799813334337583
028990e6-2dd2-18eb-fd57-7ceaa623c278,48.846,2.3697,75012,48.8776,2.3644,75010,1,4,Sunday,14,11,2.69,48.846_2.3697,48.8776_2.3644,742.1,1019.7,1,131,3.535089797449073
cc898b6a-733d-b528-d432-3934cda9cfae,48.8436,2.3338,75006,48.8311,2.3423,75013,4,3,Sunday,14,24,1.49,48.8436_2.3338,48.8311_2.3423,331.6,509.7,1,144,1.5228066032216476
025b7c5f-1284-b9d7-8d4e-2753ef26a5b7,48.8277,2.3312,75014,48.8437,2.328,75006,5,7,Wednesday,14,11,1.89,48.8277_2.3312,48.8437_2.328,391.2,639.2,0,131,1.794471301356123
d69db137-c9a5-7cd1-be28-e8c52b395c4e,48.8769,2.311,75008,48.8919,2.3057,75017,7,2,Monday,12,26,1.19,48.8769_2.311,48.8919_2.3057,388.4,859.9,0,26,1.712355323723765
61621fdc-e512-5633-828a-85e0ce8d3874,48.8692,2.4087,75020,48.8452,2.4064,75012,6,1,Friday,13,49,2.49,48.8692_2.4087,48.8452_2.4064,358.8,760.9,0,109,2.6739814742113843
84caa7c8-a159-5b4f-7901-726fc421325a,48.8449,2.2974,75015,48.8284,2.33,75014,9,3,Saturday,12,35,2.49,48.8449_2.2974,48.8284_2.33,600.3,1001.1,1,35,3.0098308424289946
226ed286-3f16-2267-318f-7ba99ec8c478,48.8983,2.3701,75018,48.8679,2.4002,75020,6,1,Friday,13,49,3.29,48.8983_2.3701,48.8679_2.4002,691.7,1183.4,0,109,4.0337153606395075
6ca3110c-2943-8b5b-548f-e2b7817f3ae7,48.8384,2.2584,75016,48.8368,2.3038,75015,0,1,Friday,12,37,1.69,48.8384_2.2584,48.8368_2.3038,654.4,1183.5,0,37,3.327499647963907
8a36d030-11d0-fd54-750e-61b1d97eb2fc,48.8408,2.3919,75012,48.8348,2.362,75013,2,8,Monday,14,54,1.59,48.8408_2.3919,48.8348_2.362,494.1,817.9,0,174,2.2877591250562395
22738ed1-d4ff-9d2a-91db-735edc21b3e8,48.8814,2.3484,75009,48.8545,2.3825,75011,7,4,Saturday,12,49,2.69,48.8814_2.3484,48.8545_2.3825,751.6,1017.9,1,49,3.8946125903415254
ee51bca0-44c0-a5ed-6d2d-b46a5bb955f9,48.8372,2.3574,75013,48.8414,2.4022,75012,0,6,Wednesday,14,47,2.59,48.8372_2.3574,48.8414_2.4022,766.8,1135.2,0,167,3.3118099001184422
821096d4-cad7-ab0b-c2ab-36a75dff74f4,48.8714,2.3914,75020,48.8539,2.3419,75006,4,4,Tuesday,13,39,2.49,48.8714_2.3914,48.8539_2.3419,1094.1,1360.1,0,99,4.110743930716492
047cd56e-fd6c-c364-8191-cbeb175bf448,48.8583,2.3894,75011,48.8494,2.3517,75005,6,8,Wednesday,12,42,1.69,48.8583_2.3894,48.8494_2.3517,739.2,928.3,0,42,2.930457107345585
bf0f959f-6d83-cb04-570b-1a6d8bb05656,48.8769,2.3954,75019,48.8585,2.4072,75020,4,2,Saturday,13,33,1.99,48.8769_2.3954,48.8585_2.4072,435.3,778.5,1,93,2.2205890108311
9e8be245-7ad6-0b01-efac-72285dde1a4b,48.8264,2.3197,75014,48.8341,2.3181,75014,4,8,Thursday,13,52,1.19,48.8264_2.3197,48.8341_2.3181,317.3,421.4,0,112,0.8641751720918797
3e6fdeb2-9e76-ef95-c43e-ebcc6f69ed69,48.8594,2.3495,75004,48.8542,2.3952,75011,5,8,Monday,13,12,1.99,48.8594_2.3495,48.8542_2.3952,758.3,1018.1,0,72,3.3930444697397975
01cf7f93-5e6c-c9e4-1768-599decffd101,48.8689,2.3446,75002,48.8711,2.2982,75008,5,9,Wednesday,12,27,2.29,48.8689_2.3446,48.8711_2.2982,705.0,1242.5,0,27,3.402536402463972
007b0a78-f278-d163-d312-8e5cbea3351d,48.868,2.2988,75016,48.8826,2.2939,75017,6,1,Wednesday,12,36,1.59,48.868_2.2988,48.8826_2.2939,427.1,699.8,0,36,1.6625281755495847
d020baee-95fc-7389-ccd6-6756583e26a4,48.8562,2.3713,75011,48.8702,2.3813,75020,0,5,Sunday,13,13,1.69,48.8562_2.3713,48.8702_2.3813,391.2,667.4,1,73,1.720033201991297
92b95731-13f2-dc86-6b83-f00fed2ee36f,48.8513,2.4061,75020,48.8763,2.3544,75010,6,3,Monday,14,31,3.29,48.8513_2.4061,48.8763_2.3544,922.0,1348.6,0,151,4.693620261316133
94573a69-6203-4dbf-4744-2eadf6863ab0,48.8811,2.3296,75009,48.8899,2.3086,75017,1,7,Monday,13,3,1.79,48.8811_2.3296,48.8899_2.3086,486.6,595.5,0,63,1.8207673700407534
65b9af9d-66fc-da7b-3593-dc66cd2af216,48.8403,2.348,75005,48.826,2.3559,75013,3,0,Friday,12,18,1.19,48.8403_2.348,48.826_2.3559,318.4,619.9,0,18,1.6919644138044942
5fedb375-0371-4752-506c-e943a51550ef,48.8938,2.3716,75019,48.8912,2.3392,75018,3,9,Saturday,12,21,1.79,48.8938_2.3716,48.8912_2.3392,517.3,851.5,1,21,2.3862727111260726
ba26d851-35e8-579a-7aaf-0e891fb797fa,48.877,2.4107,75020,48.852,2.3699,75012,2,9,Tuesday,12,11,2.59,48.877_2.4107,48.852_2.3699,780.8,1383.5,0,11,4.078575946999275
51735cf7-a3d2-f88e-9e35-89b2eb14c394,48.872,2.3085,75008,48.8734,2.2787,75016,5,4,Thursday,14,0,2.09,48.872_2.3085,48.8734_2.2787,354.5,1049.9,0,120,2.1850294670254065
939b9164-7b4a-b21b-a878-3cc20cdace69,48.8801,2.3505,75010,48.8685,2.3357,75002,9,5,Thursday,13,34,1.89,48.8801_2.3505,48.8685_2.3357,363.4,492.6,0,94,1.6838393145003505
a208bc2b-a721-1de8-8b42-dbe49c1920ef,48.832,2.3681,75013,48.8533,2.3761,75011,0,2,Friday,12,41,1.09,48.832_2.3681,48.8533_2.3761,544.9,915.1,0,41,2.4397390995317165
e33a8123-67ac-9755-a2af-96924d735a46,48.872,2.3085,75008,48.8493,2.2593,75016,8,2,Wednesday,13,15,3.89,48.872_2.3085,48.8493_2.2593,647.5,1385.3,0,75,4.396071672696464
6747424e-52db-5c19-c61a-423b2f5a1402,48.8299,2.3272,75014,48.8305,2.3121,75014,6,8,Monday,12,20,1.09,48.8299_2.3272,48.8305_2.3121,325.7,447.9,0,20,1.1073153826729345
76940729-42b7-c57e-1fc5-554c8a6fe773,48.8818,2.3736,75019,48.8977,2.3739,75019,1,0,Wednesday,12,58,1.29,48.8818_2.3736,48.8977_2.3739,586.5,871.2,0,58,1.7681378227302034
b3f855c8-09c9-a8dc-8410-ebdf0ded0f89,48.8855,2.3558,75018,48.8689,2.4024,75020,4,2,Sunday,14,30,2.99,48.8855_2.3558,48.8689_2.4024,927.8,1300.8,1,150,3.8756532388279203
74c9118f-d7ee-33d7-6d91-1405e567e67c,48.8489,2.2913,75015,48.8315,2.3033,75015,0,1,Thursday,14,20,1.39,48.8489_2.2913,48.8315_2.3033,468.3,757.7,0,140,2.124778838364472
a5e3a719-6bf5-2dfd-54a8-762b2b12c92c,48.8351,2.3975,75012,48.8545,2.4002,75020,0,7,Monday,14,11,1.59,48.8351_2.3975,48.8545_2.4002,510.3,708.3,0,131,2.1662139464413017
60c8e5a0-d560-e64c-55f7-792a739ac9e2,48.8789,2.3484,75009,48.8646,2.3656,75003,2,2,Sunday,12,18,1.59,48.8789_2.3484,48.8646_2.3656,536.4,752.2,1,18,2.0275332834937685
feebb046-64a3-35b5-a973-639e22c9b262,48.8952,2.34,75018,48.897,2.3357,75018,0,3,Monday,13,14,0.59,48.8952_2.34,48.897_2.3357,120.1,164.6,0,74,0.3726537921710203
bba9048a-be7c-be1e-8e4e-707771e54207,48.8576,2.3049,75007,48.8823,2.3292,75009,0,0,Monday,13,34,2.89,48.8576_2.3049,48.8823_2.3292,747.6,1207.0,0,94,3.271427454436953
1bdcac93-ac8d-4df5-0eeb-c74086c2ae06,48.8938,2.3716,75019,48.8841,2.3617,75010,1,6,Friday,14,45,1.99,48.8938_2.3716,48.8841_2.3617,321.2,519.9,0,165,1.2989517124145076
c7fbc910-4943-0a01-3ce4-046834208249,48.8889,2.3475,75018,48.8753,2.389,75019,9,5,Wednesday,12,21,1.89,48.8889_2.3475,48.8753_2.389,773.9,1161.1,0,21,3.3905383739490205
5d87f7dc-4127-ce5b-0387-a5417ed55be6,48.8442,2.3171,75015,48.8577,2.3535,75004,7,4,Thursday,12,21,1.99,48.8442_2.3171,48.8577_2.3535,665.1,1182.7,0,21,3.0572480924596017
eb1d1061-9717-aa6e-28b4-d5b9693d993c,48.841,2.388,75012,48.8328,2.4473,75012,7,6,Tuesday,13,45,2.99,48.841_2.388,48.8328_2.4473,712.5,1394.6,0,105,4.434859543489358
3b14236a-4bdd-595c-0099-319c3fdd0411,48.8782,2.3825,75019,48.8707,2.3779,75011,0,4,Thursday,13,5,1.19,48.8782_2.3825,48.8707_2.3779,255.5,383.5,0,65,0.8992614899918814
113c88f4-d3ca-4477-0fa2-d2731240c5fa,48.8455,2.3492,75005,48.8545,2.3562,75004,4,8,Tuesday,14,29,1.39,48.8455_2.3492,48.8545_2.3562,448.5,404.0,0,149,1.124211067177064
6507943e-82c0-777e-f0fd-1659e352ac87,48.8478,2.3298,75006,48.8647,2.3558,75003,4,7,Saturday,14,33,2.49,48.8478_2.3298,48.8647_2.3558,591.4,954.6,1,153,2.673888147989809
faa5e279-4019-dbe7-285a-d01a0d0fbbe9,48.8907,2.3345,75018,48.872,2.355,75010,8,4,Tuesday,12,37,1.19,48.8907_2.3345,48.872_2.355,678.2,821.1,0,37,2.5633620500514613
39ec46d0-4218-e573-b8f4-665798d83675,48.8938,2.3169,75017,48.8741,2.2814,75016,1,4,Sunday,14,11,2.29,48.8938_2.3169,48.8741_2.2814,656.0,1132.9,1,131,3.396544622014947
f1e80db5-3173-3582-c87e-73092c992175,48.8741,2.3822,75019,48.8781,2.374,75019,6,0,Tuesday,13,56,1.39,48.8741_2.3822,48.8781_2.374,146.8,341.3,0,116,0.7466236907027592
66e51767-dcb3-2e4a-891d-fa7b0d3dc6aa,48.8852,2.2931,75017,48.882,2.2991,75017,6,8,Friday,12,22,0.79,48.8852_2.2931,48.882_2.2991,131.7,264.9,0,22,0.5648811765208002
952b750d-9830-349d-d9ef-bb41b66b6b0b,48.8585,2.3776,75011,48.864,2.3552,75003,8,2,Tuesday,12,23,1.29,48.8585_2.3776,48.864_2.3552,524.8,638.2,0,23,1.749045643385582
d864fd60-f863-fe14-b7b5-2ef6e781c71b,48.8267,2.3764,75013,48.8275,2.3723,75013,6,0,Thursday,12,7,0.59,48.8267_2.3764,48.8275_2.3723,157.9,75.1,0,7,0.31303942085056835
25cc2478-276d-7e19-f924-e06aaef5baef,48.8682,2.3711,75011,48.8692,2.3324,75002,7,6,Tuesday,13,17,2.39,48.8682_2.3711,48.8692_2.3324,650.8,987.9,0,77,2.832803993575322
1d17696b-7436-4a93-a863-0c98d46db698,48.8681,2.3468,75002,48.8497,2.3799,75012,2,4,Tuesday,13,19,1.89,48.8681_2.3468,48.8497_2.3799,613.2,1047.2,0,79,3.1701286834529796
a9914652-7537-9dba-0a99-298b647edd5e,48.8238,2.3766,75013,48.8409,2.3497,75005,2,7,Saturday,12,5,1.59,48.8238_2.3766,48.8409_2.3497,605.7,854.5,1,5,2.737204216061329
1770a506-2ab6-df22-8426-45209be1b42f,48.8603,2.3411,75001,48.8383,2.347,75005,3,2,Friday,14,1,1.39,48.8603_2.3411,48.8383_2.347,537.1,967.1,0,121,2.484092594807883
c814ed3c-e166-c6ab-a8f6-14bd7b2aa677,48.8463,2.2863,75015,48.8463,2.3059,75015,4,4,Sunday,14,23,1.89,48.8463_2.2863,48.8463_2.3059,262.1,483.8,1,143,1.434237737184953
2e34cc4c-5d83-c657-9482-b15dff09ff3a,48.89,2.3684,75019,48.869,2.3457,75002,5,3,Sunday,14,11,1.89,48.89_2.3684,48.869_2.3457,630.9,862.4,1,131,2.8649973299303424
e65d1c73-5b62-a7c9-7e38-01afd1a8d7b0,48.8912,2.3619,75018,48.8864,2.315,75017,6,5,Tuesday,13,57,2.69,48.8912_2.3619,48.8864_2.315,757.3,1236.7,0,117,3.4703026277586693
22a0894b-3df6-6b5e-064c-0fef206eb611,48.8866,2.3503,75018,48.8662,2.3518,75002,9,3,Friday,14,59,2.19,48.8866_2.3503,48.8662_2.3518,638.2,683.0,0,179,2.271030521574217
61718776-be66-2032-07f6-1f43057ed87b,48.8616,2.3645,75003,48.8424,2.3476,75005,4,2,Sunday,14,30,1.69,48.8616_2.3645,48.8424_2.3476,510.5,750.5,1,150,2.467181087081091
8e8031e0-4c17-a70a-4329-3bd7c422f20e,48.8452,2.4064,75012,48.8278,2.3797,75013,6,8,Thursday,13,32,2.39,48.8452_2.4064,48.8278_2.3797,463.4,861.6,0,92,2.7499439020131917
6bcc4c3d-4733-ef7d-a55f-50f65f2f25cb,48.8404,2.4094,75012,48.867,2.3883,75020,1,7,Friday,14,50,2.29,48.8404_2.4094,48.867_2.3883,598.0,1062.7,0,170,3.3364277844601458
845c0808-cebb-d7da-1efb-c57a09ba73f0,48.8863,2.3365,75018,48.8849,2.291,75017,3,2,Sunday,14,32,2.79,48.8863_2.3365,48.8849_2.291,727.1,1197.8,1,152,3.3305068784929364
c33993f2-3504-5f77-c317-c3d4afa4f554,48.8596,2.3684,75011,48.8646,2.3512,75002,1,8,Saturday,13,17,1.59,48.8596_2.3684,48.8646_2.3512,593.9,549.9,1,77,1.3755817973723314
cec1871a-b5c8-5060-49c7-35079d592a7b,48.8431,2.4102,75012,48.865,2.3936,75020,1,7,Saturday,14,45,2.79,48.8431_2.4102,48.865_2.3936,515.0,859.5,1,165,2.7212370883520367
8b132540-984a-f46c-381c-fe3271b38bdd,48.8844,2.377,75019,48.8592,2.3805,75011,9,5,Thursday,14,19,1.89,48.8844_2.377,48.8592_2.3805,587.6,1061.9,0,139,2.813784234127426
8861e46f-2741-2045-0412-dfafafad6306,48.872,2.3085,75008,48.8802,2.3072,75017,5,0,Tuesday,14,18,1.99,48.872_2.3085,48.8802_2.3072,309.1,571.5,0,138,0.9167427041207036
970a06dc-f444-adae-1d21-ae7c60252b8d,48.8319,2.3354,75014,48.8501,2.3101,75007,4,3,Wednesday,12,26,1.69,48.8319_2.3354,48.8501_2.3101,580.6,1053.9,0,26,2.742943997746717
bd153a7f-f47f-8512-f3e0-3ccade7c2fb0,48.8919,2.3632,75018,48.8903,2.3455,75018,4,9,Sunday,12,52,1.09,48.8919_2.3632,48.8903_2.3455,446.8,466.5,1,52,1.3062182624072554
f3807543-9722-bf90-2f07-3516e8a14cd3,48.8955,2.3609,75018,48.8869,2.3498,75018,1,2,Wednesday,14,37,1.39,48.8955_2.3609,48.8869_2.3498,428.8,488.2,0,157,1.2542045518527987
48e003be-5bf2-b6a1-1b95-cd28b2764173,48.8526,2.4118,75020,48.85,2.4041,75020,0,9,Saturday,14,18,0.79,48.8526_2.4118,48.85_2.4041,266.4,266.0,1,138,0.6332425229467284
72280d9a-e2cd-8130-01e1-dd8c91a7859b,48.8824,2.3081,75017,48.8744,2.3205,75008,3,6,Monday,13,35,1.39,48.8824_2.3081,48.8744_2.3205,215.5,567.4,0,95,1.2702723650015468
2826ef27-f190-cb53-b489-f5c7e22f6e82,48.8703,2.3419,75002,48.882,2.2991,75017,5,1,Saturday,12,26,1.59,48.8703_2.3419,48.882_2.2991,621.5,1168.1,1,26,3.3896464119987972
3b8bb80d-572d-e2ff-eaaa-5a3e31dbd1d5,48.8537,2.3814,75011,48.8668,2.3521,75002,5,6,Thursday,12,17,1.49,48.8537_2.3814,48.8668_2.3521,624.9,871.1,0,17,2.5915608685284393
5f199a64-c9fd-032b-9d22-c8861a4b1ee6,48.851,2.3272,75006,48.8213,2.3553,75013,8,8,Tuesday,12,37,2.09,48.851_2.3272,48.8213_2.3553,812.7,1264.1,0,37,3.8905340742950685
f65a1a2a-4f76-8aac-dec2-2e0cd4cd82fa,48.8265,2.3383,75014,48.8659,2.3458,75002,3,7,Friday,12,22,2.39,48.8265_2.3383,48.8659_2.3458,1020.8,1686.1,0,22,4.415327338669832
4fa2f35c-90c8-6387-c16a-8771a94a440c,48.8604,2.3856,75011,48.8476,2.3676,75012,4,4,Tuesday,12,48,1.59,48.8604_2.3856,48.8476_2.3676,459.3,657.0,0,48,1.939109000117438
93658891-e460-0a02-c5ac-c61220de5de4,48.8676,2.3353,75002,48.8788,2.3464,75009,0,5,Friday,12,39,1.19,48.8676_2.3353,48.8788_2.3464,407.2,499.2,0,39,1.486613529086344
6ae04d52-adb3-28cb-f315-8c0c66dd7794,48.8571,2.3295,75007,48.8319,2.3798,75013,9,4,Wednesday,13,53,2.69,48.8571_2.3295,48.8319_2.3798,834.2,1231.2,0,113,4.6260721686745505
eb5d11e8-b6d2-8ba9-6517-3d1cf7fc0bd9,48.8863,2.3771,75019,48.8559,2.4022,75020,6,8,Thursday,12,13,1.89,48.8863_2.3771,48.8559_2.4022,778.2,1220.8,0,13,3.8466567382039214
cf57e770-1e12-620c-c390-8adf7cf8ff3f,48.8808,2.3492,75009,48.8818,2.3467,75009,5,9,Sunday,13,53,0.59,48.8808_2.3492,48.8818_2.3467,51.8,88.9,1,113,0.2139720981806166
58d97f4a-9533-1356-074f-3be044f20133,48.8559,2.2713,75016,48.8426,2.3031,75015,3,5,Wednesday,13,2,1.79,48.8559_2.2713,48.8426_2.3031,657.1,944.2,0,62,2.757048338675898
897e7d87-6bcf-2a76-c1d8-f799f76077bb,48.8555,2.3742,75011,48.8502,2.3874,75011,0,2,Friday,14,7,1.69,48.8555_2.3742,48.8502_2.3874,267.0,426.0,0,127,1.131398517200318
746ddff4-865d-2030-011e-33fefd3b748d,48.8683,2.3979,75020,48.8669,2.3577,75003,3,5,Monday,12,16,1.09,48.8683_2.3979,48.8669_2.3577,676.7,931.7,0,16,2.94451742662849
fe2d9d1d-e377-b008-6416-59c078b61daf,48.8772,2.2899,75017,48.848,2.2968,75015,3,2,Tuesday,13,27,2.09,48.8772_2.2899,48.848_2.2968,683.2,1377.3,0,87,3.2858947356436046
139e5ca2-b9e7-f780-421c-f26265739938,48.8703,2.397,75020,48.8699,2.3581,75010,6,2,Tuesday,12,15,1.79,48.8703_2.397,48.8699_2.3581,713.4,870.2,0,15,2.845517361418211
ce91e0c9-7abd-2241-05c2-b1052234c40f,48.8664,2.3467,75002,48.8985,2.3721,75019,8,7,Thursday,12,40,2.49,48.8664_2.3467,48.8985_2.3721,942.3,1306.2,0,40,4.023674493262369
aeb405f1-d006-434c-edb5-2ad7db3d977b,48.8344,2.3875,75012,48.8275,2.3737,75013,9,7,Thursday,14,52,1.49,48.8344_2.3875,48.8275_2.3737,299.2,489.8,0,172,1.268475076351769
3fb230b2-b55d-c442-c884-e6660c661a49,48.8408,2.263,75016,48.8451,2.2615,75016,9,4,Tuesday,14,57,0.89,48.8408_2.263,48.8451_2.2615,210.0,318.8,0,177,0.49057752036787655
d8ab0b30-0ac0-cf0d-d974-c146e8ec01b3,48.869,2.4007,75020,48.8708,2.3642,75010,5,6,Tuesday,14,28,2.59,48.869_2.4007,48.8708_2.3642,732.3,965.1,0,148,2.677135386520735
e30d04fd-b58c-1e9f-2a0b-20400ef05b6f,48.8703,2.3419,75002,48.8736,2.3555,75010,1,1,Monday,13,47,1.09,48.8703_2.3419,48.8736_2.3555,281.9,415.8,0,107,1.0602014546765148
2fca7a04-8c39-ceab-26ad-ef3c23b982e5,48.8474,2.3179,75007,48.8348,2.3155,75014,4,4,Wednesday,13,29,1.69,48.8474_2.3179,48.8348_2.3155,321.6,542.0,0,89,1.4120243171625928
66b19ddd-5d88-c586-0fad-3771827254df,48.8585,2.4072,75020,48.8547,2.4107,75020,9,8,Saturday,14,39,0.89,48.8585_2.4072,48.8547_2.4107,140.4,231.0,1,159,0.49407336727762263
1a1eddfe-f593-d4be-256f-87954551d132,48.8726,2.4103,75020,48.8534,2.3942,75011,2,8,Saturday,14,1,2.59,48.8726_2.4103,48.8534_2.3942,453.7,771.1,1,121,2.438245785693071
672f6eb9-ee85-30d4-af32-a021b9d98f30,48.8903,2.3455,75018,48.8706,2.2997,75008,0,2,Wednesday,14,34,3.39,48.8903_2.3455,48.8706_2.2997,771.7,1411.5,0,154,4.001907496395226
21adabb7-9a62-513f-6402-95172a9ec868,48.8585,2.41,75020,48.8547,2.399,75020,8,3,Monday,12,6,1.19,48.8585_2.41,48.8547_2.399,290.1,352.0,0,6,0.9089476766434171
1117bacb-6e88-e18c-299e-12fe095c2be6,48.8551,2.3873,75011,48.8603,2.4024,75020,1,8,Saturday,13,47,1.79,48.8551_2.3873,48.8603_2.4024,324.0,570.6,1,107,1.2468709422957778
41e9b9ce-17ee-5d22-2743-fd04137b567c,48.8622,2.3084,75007,48.8379,2.3089,75015,4,9,Thursday,14,3,2.29,48.8622_2.3084,48.8379_2.3089,594.0,986.5,0,123,2.702288113932476
70aaf525-75e4-17dd-7e5b-637dfa98c115,48.8277,2.3312,75014,48.839,2.3209,75014,6,9,Wednesday,12,37,1.69,48.8277_2.3312,48.839_2.3209,376.5,525.0,0,37,1.4653227370346644
8c33cf4d-783d-4a6d-4d4e-4e2999c5e64c,48.8863,2.3771,75019,48.8721,2.3849,75020,5,9,Thursday,13,52,1.69,48.8863_2.3771,48.8721_2.3849,386.7,621.1,0,112,1.678837355059308
1f3994bc-a013-e55e-3cd2-aad82997e899,48.8847,2.3283,75018,48.8896,2.3242,75017,3,1,Friday,14,26,1.19,48.8847_2.3283,48.8896_2.3242,263.5,274.0,0,146,0.6218782657218033
0409a997-8408-d6d9-e8dc-d8840b0e52d5,48.8719,2.3443,75009,48.8455,2.3768,75012,8,0,Thursday,14,34,4.29,48.8719_2.3443,48.8455_2.3768,753.6,1164.3,0,154,3.777630190031863
d9a56a4f-7ba4-0d39-ebee-1a428f535855,48.8715,2.3262,75008,48.8812,2.3407,75009,4,6,Sunday,13,40,1.19,48.8715_2.3262,48.8812_2.3407,381.7,550.3,1,100,1.5125551108987287
566ff3ec-679b-29e8-c0c3-2da9bc49b58e,48.8198,2.3459,75013,48.8481,2.3751,75012,7,3,Thursday,13,5,2.29,48.8198_2.3459,48.8481_2.3751,820.1,1415.8,0,65,3.803986245218479
bc39e1b3-bb1d-8677-04e6-748a7f3ab7dc,48.8513,2.4061,75020,48.8553,2.4016,75020,5,4,Wednesday,12,9,1.19,48.8513_2.4061,48.8553_2.4016,133.8,165.0,0,9,0.5533811056909252
a032943c-4ab8-78c7-3b34-252964d63e97,48.8556,2.3056,75007,48.8852,2.294,75017,0,9,Thursday,13,47,2.79,48.8556_2.3056,48.8852_2.294,662.7,1362.9,0,107,3.3989662939477507
5295dcaf-4f65-1f21-6fa2-be1307fce776,48.8915,2.3485,75018,48.8763,2.3497,75010,1,4,Friday,12,32,1.09,48.8915_2.3485,48.8763_2.3497,489.7,503.0,0,32,1.6924413048826765
35951baf-7432-dcbc-983a-f1862d6efa7d,48.8928,2.3185,75017,48.8811,2.3299,75009,2,3,Thursday,14,26,1.79,48.8928_2.3185,48.8811_2.3299,466.7,510.0,0,146,1.5450936652941314
d625e7c4-5775-820a-15e0-0003d84d858b,48.8732,2.3107,75008,48.8599,2.2737,75016,9,7,Tuesday,12,0,1.79,48.8732_2.3107,48.8599_2.2737,574.2,1045.5,0,0,3.0841044959167894
4e538609-1f92-c54b-fb98-c8d5988d3b07,48.8467,2.2656,75016,48.8526,2.2764,75016,0,7,Sunday,13,19,0.99,48.8467_2.2656,48.8526_2.2764,244.5,404.9,1,79,1.0270756250460995
9013cc05-9cd7-8bd2-8fbc-9bba8748cffa,48.8644,2.3332,75001,48.8818,2.3736,75019,5,8,Friday,12,43,1.89,48.8644_2.3332,48.8818_2.3736,702.4,1128.1,0,43,3.5318127895790234
2bdb5720-63ea-a07f-f436-498e68afe2b8,48.8873,2.3224,75017,48.8759,2.3081,75008,3,4,Sunday,13,19,1.19,48.8873_2.3224,48.8759_2.3081,368.1,667.0,1,79,1.6432579793038866
0dbcad25-daac-e3a3-c2f8-9ef40b9bcb7e,48.8703,2.397,75020,48.8959,2.3935,75019,7,3,Sunday,14,1,2.39,48.8703_2.397,48.8959_2.3935,441.8,927.6,1,121,2.8580755107896856
93a36537-14f3-578d-4804-0c13180aa66a,48.8553,2.3885,75011,48.8448,2.3784,75012,8,8,Monday,12,44,1.59,48.8553_2.3885,48.8448_2.3784,325.8,503.1,0,44,1.3817792812809462
89de7a2c-7c26-c722-253d-c9ce208d549b,48.8533,2.3761,75011,48.8461,2.3489,75005,7,4,Thursday,14,22,1.99,48.8533_2.3761,48.8461_2.3489,523.0,651.4,0,142,2.1452285131412356
b0a09584-9ed8-bfa8-1e55-f521a9fc795d,48.8503,2.3668,75004,48.8495,2.3348,75006,5,5,Wednesday,13,27,2.19,48.8503_2.3668,48.8495_2.3348,632.3,852.5,0,87,2.3431334779820054
cc9546b3-97cd-20ac-93b2-1689df84f6fb,48.8261,2.3334,75014,48.8431,2.366,75013,1,0,Sunday,13,51,2.49,48.8261_2.3334,48.8431_2.366,700.9,970.5,1,111,3.044117347431395
62889866-2e94-de16-65e8-adc8afed0efa,48.8551,2.3892,75011,48.8653,2.3387,75001,8,0,Wednesday,14,16,4.09,48.8551_2.3892,48.8653_2.3387,970.8,1348.7,0,136,3.8645144425925033
b973d795-e34d-17ba-5805-ab338ba5971d,48.8348,2.362,75013,48.8474,2.3179,75007,5,5,Saturday,13,1,1.79,48.8348_2.362,48.8474_2.3179,664.5,1144.0,1,61,3.518363280077979
c6eb245e-4b7b-d27a-e20e-222447d35352,48.8762,2.2963,75017,48.8818,2.3467,75009,0,9,Saturday,13,22,2.69,48.8762_2.2963,48.8818_2.3467,723.4,1220.8,1,82,3.737863219392452
3007a6b4-4a4f-a6a2-08e5-8a37aeb6eef8,48.8652,2.3727,75011,48.8579,2.3708,75011,6,3,Monday,12,30,1.39,48.8652_2.3727,48.8579_2.3708,210.8,332.5,0,30,0.8235377726592308
b7f7b36b-68bf-06b1-2822-064740162ad0,48.8776,2.3624,75010,48.8789,2.3278,75009,6,9,Sunday,12,0,1.89,48.8776_2.3624,48.8789_2.3278,521.2,842.7,1,0,2.5343786887370285
2587c46a-78d4-5a61-2033-a95aa6092e32,48.8606,2.2737,75016,48.8503,2.2686,75016,2,1,Saturday,14,22,1.19,48.8606_2.2737,48.8503_2.2686,279.5,445.6,1,142,1.2045566411824549
213a6ad8-12b3-4a24-667f-ceeb8889832c,48.8961,2.377,75019,48.8808,2.3492,75009,5,4,Tuesday,14,42,1.59,48.8961_2.377,48.8808_2.3492,570.9,957.0,0,162,2.6506004216620247
